Type,Region,Name,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Single,Tunisia,Tunisia 100MB 7Days,$0.30,$0.60,TN,0,7,TN_0.1_7,TN,PMJ2GNEEK,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 100MB 7Days,$0.10,$0.20,TR,0,7,TR_0.1_7,TR,PL0M7ICXR,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 500MB 1Day,$0.30,$0.60,TR,0,1,TR_0.5_1,TR,P99PK3JV6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,United Arab Emirates,United Arab Emirates 100MB 7Days,$0.24,$0.48,AE,0,7,AE_0.1_7,AE,PFI5O971X,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 50GB 180Days,$112.55,$225.10,AE,50,180,AE_50_180,AE,PBJCBSZU1,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Kingdom,United Kingdom 100MB 7Days,$0.10,$0.20,GB,0,7,GB_0.1_7,GB,PBV0LO9CW,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United States,United States 100MB 7Days,$0.11,$0.22,US,0,7,US_0.1_7,US,P3YTYXBRV,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Uruguay,Uruguay 100MB 7Days,$0.63,$1.26,UY,0,7,UY_0.1_7,UY,PDPRP70HM,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Uzbekistan,Uzbekistan 100MB 7Days,$0.15,$0.30,UZ,0,7,UZ_0.1_7,UZ,P5N4RG08H,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Vietnam,Vietnam 100MB 7Days,$0.18,$0.36,VN,0,7,VN_0.1_7,VN,PIK0SW14Q,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Vietnam,Vietnam 10GB/Day,$13.60,$27.20,VN,10,1,VN_10_Daily,VN,PUHL77M18,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Vietnam,Vietnam 500MB/Day,$0.58,$1.15,VN,0,1,VN_0.5_Daily,VN,PTS4IGND3,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,South Africa,South Africa 1GB 7Days,$3.60,$7.20,ZA,1,7,ZA_1_7,ZA,MB026,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,NL
Single,South Africa,South Africa 3GB 30Days,$9.10,$18.20,ZA,3,30,ZA_3_30,ZA,MB065,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,NL
Single,South Africa,South Africa 5GB 30Days,$13.60,$27.20,ZA,5,30,ZA_5_30,ZA,MB036,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,NL
Multi-Area,Africa (25+ areas),Africa 1GB 7Days,$5.70,$11.40,AF-29,1,7,AF-29_1_7,"BF,LR,TZ,SC,SD,UG,MA,BW,MG,GA,KE,SN,ML,CD,GH,EG,CF,CG,CI,ZA,SZ,MW,TD,GW,RE,ZM,NE,NG,TN",CKH495,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Africa (25+ areas),Africa 3GB 30Days,$14.40,$28.80,AF-29,3,30,AF-29_3_30,"BF,LR,TZ,SC,SD,UG,MA,BW,MG,GA,KE,SN,ML,CD,GH,EG,CF,CG,CI,ZA,SZ,MW,TD,GW,RE,ZM,NE,NG,TN",P1XXDOD0C,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Africa (25+ areas),Africa 5GB 30Days,$21.00,$42.00,AF-29,5,30,AF-29_5_30,"BF,LR,TZ,SC,SD,UG,MA,BW,MG,GA,KE,SN,ML,CD,GH,EG,CF,CG,CI,ZA,SZ,MW,TD,GW,RE,ZM,NE,NG,TN",CKH497,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Asia (7 areas),Asia (7 areas) 10GB 30Days,$12.20,$24.40,AS-7,10,30,AS-7_10_30,"TH,SG,VN,PH,ID,MY,KH",JC168,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (7 areas),Asia (7 areas) 1GB 7Days,$1.80,$3.60,AS-7,1,7,AS-7_1_7,"TH,SG,VN,PH,ID,MY,KH",JC165,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (7 areas),Asia (7 areas) 20GB 30Days,$20.00,$40.00,AS-7,20,30,AS-7_20_30,"TH,SG,VN,PH,ID,MY,KH",JC169,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (7 areas),Asia (7 areas) 3GB 15Days,$4.60,$9.20,AS-7,3,15,AS-7_3_15,"TH,SG,VN,PH,ID,MY,KH",JC166,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (7 areas),Asia (7 areas) 50GB 180Days,$45.00,$90.00,AS-7,50,180,AS-7_50_180,"TH,SG,VN,PH,ID,MY,KH",P4GNDNA36,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (7 areas),Asia (7 areas) 5GB 30Days,$7.00,$14.00,AS-7,5,30,AS-7_5_30,"TH,SG,VN,PH,ID,MY,KH",JC167,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (20 areas),Asia-20 10GB 30Days,$23.00,$46.00,AS-20,10,30,AS-20_10_30,"MO,HK,IL,IN,JP,KR,CN,NZ,MY,KW,SA,AU,TH,SG,VN,PH,ID,PK,KH,LK",JC180,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (20 areas),Asia-20 1GB 30 Days,$3.70,$7.40,AS-20,1,30,AS-20_1_30,"MO,HK,IL,IN,JP,KR,CN,NZ,MY,KW,SA,AU,TH,SG,VN,PH,ID,PK,KH,LK",JC177,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (20 areas),Asia-20 1GB 7 Days,$3.60,$7.20,AS-20,1,7,AS-20_1_7,"MO,HK,IL,IN,JP,KR,CN,NZ,MY,KW,SA,AU,TH,SG,VN,PH,ID,PK,KH,LK",JC183,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (20 areas),Asia-20 20GB 90 Days,$42.00,$84.00,AS-20,20,90,AS-20_20_90,"MO,HK,IL,IN,JP,KR,CN,NZ,MY,KW,SA,AU,TH,SG,VN,PH,ID,PK,KH,LK",JC181,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (20 areas),Asia-20 3GB 15Days,$8.90,$17.80,AS-20,3,15,AS-20_3_15,"MO,HK,IL,IN,JP,KR,CN,NZ,MY,KW,SA,AU,TH,SG,VN,PH,ID,PK,KH,LK",JC179,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (20 areas),Asia-20 50GB 180 Days,$89.00,$178.00,AS-20,50,180,AS-20_50_180,"MO,HK,IL,IN,JP,KR,CN,NZ,MY,KW,SA,AU,TH,SG,VN,PH,ID,PK,KH,LK",JC182,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (20 areas),Asia-20 5GB 30 Days,$13.60,$27.20,AS-20,5,30,AS-20_5_30,"MO,HK,IL,IN,JP,KR,CN,NZ,MY,KW,SA,AU,TH,SG,VN,PH,ID,PK,KH,LK",JC178,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Asia (30+ areas),Asia-Pacific 6GB 8Days,$11.00,$22.00,AS-31,6,8,AS-31_6_8,"NP,BD,PS,HK,TW,JO,BH,JP,BN,QA,BT,SG,ID,KH,GE,OM,MN,MO,IL,UZ,IN,KR,CN,MY,KW,GU,KZ,AU,LA,VN,PH,PK,LK",AIS001,First Installation,180,3G/4G/5G,Non-reloadable,TH
Single,Australia,Australia 1GB/Day,$1.00,$2.00,AU,1,1,AU_1_Daily,AU,PKAECJYPB,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Australia,Australia 500MB/Day,$0.50,$1.00,AU,0,1,AU_0.5_Daily,AU,PBLAOUJHR,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Canada,Canada 1.5GB/Day,$2.70,$5.40,CA,1,1,CA_1.5_Daily,CA,PDSKSPL0T,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Canada,Canada 1GB/Day,$1.80,$3.60,CA,1,1,CA_1_Daily,CA,P4SQTPX02,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Canada,Canada 2GB/Day,$3.60,$7.20,CA,2,1,CA_2_Daily,CA,P3BGO3VLL,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Canada,Canada 3GB 30Days,$5.90,$11.80,CA,3,30,CA_3_30,CA,PJYU684PF,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 10GB 30Days,$9.90,$19.80,CN-3,10,30,CN-3_10_30,"MO,HK,CN",JC175,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 1GB 7Days,$1.50,$3.00,CN-3,1,7,CN-3_1_7,"MO,HK,CN",JC172,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 20GB 30Days,$16.80,$33.60,CN-3,20,30,CN-3_20_30,"MO,HK,CN",JC176,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 3GB 15Days,$3.70,$7.40,CN-3,3,15,CN-3_3_15,"MO,HK,CN",JC173,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 50GB 180Days,$37.00,$74.00,CN-3,50,180,CN-3_50_180,"MO,HK,CN",PJKYY3QTL,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,China (mainland HK Macao),China (mainland HK Macao) 5GB 30Days,$5.70,$11.40,CN-3,5,30,CN-3_5_30,"MO,HK,CN",JC174,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Europe (40+ areas),Europe 10GB 30Days,$19.00,$38.00,EU-42,10,30,EU-42_10_30,"NO,RS,DE,RU,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,MK,GG,EE,GI,IM,CH,MT,IS,IT,GR,ES,AT,CY,AX,CZ,JE,PL,RO,LI,NL,TR",CKH486,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (40+ areas),Europe 1GB 7Days,$2.90,$5.80,EU-42,1,7,EU-42_1_7,"NO,RS,DE,RU,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,MK,GG,EE,GI,IM,CH,MT,IS,IT,GR,ES,AT,CY,AX,CZ,JE,PL,RO,LI,NL,TR",CKH484,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (40+ areas),Europe 20GB 30Days,$32.00,$64.00,EU-42,20,30,EU-42_20_30,"NO,RS,DE,RU,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,MK,GG,EE,GI,IM,CH,MT,IS,IT,GR,ES,AT,CY,AX,CZ,JE,PL,RO,LI,NL,TR",CKH500,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (40+ areas),Europe 20GB 90Days,$34.00,$68.00,EU-42,20,90,EU-42_20_90,"NO,RS,DE,RU,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,MK,GG,EE,GI,IM,CH,MT,IS,IT,GR,ES,AT,CY,AX,CZ,JE,PL,RO,LI,NL,TR",P7VCE7FKY,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (40+ areas),Europe 3GB 30Days,$7.30,$14.60,EU-42,3,30,EU-42_3_30,"NO,RS,DE,RU,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,MK,GG,EE,GI,IM,CH,MT,IS,IT,GR,ES,AT,CY,AX,CZ,JE,PL,RO,LI,NL,TR",CKH006,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (40+ areas),Europe 50GB 180Days,$78.00,$156.00,EU-42,50,180,EU-42_50_180,"NO,RS,DE,RU,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,MK,GG,EE,GI,IM,CH,MT,IS,IT,GR,ES,AT,CY,AX,CZ,JE,PL,RO,LI,NL,TR",PGXJN6W2T,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (40+ areas),Europe 5GB 30Days,$11.00,$22.00,EU-42,5,30,EU-42_5_30,"NO,RS,DE,RU,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,MK,GG,EE,GI,IM,CH,MT,IS,IT,GR,ES,AT,CY,AX,CZ,JE,PL,RO,LI,NL,TR",CKH007,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 1.5GB/Day,$2.20,$4.40,EU-30,1,1,EU-30_1.5_Daily,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",P34CJYA6C,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 10GB 30Days,$9.90,$19.80,EU-30,10,30,EU-30_10_30,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",P50GVS8GN,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 1GB 30Days,$1.00,$2.00,EU-30,1,30,EU-30_1_30,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",PM1HX6ES9,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 1GB 7Days,$1.50,$3.00,EU-30,1,7,EU-30_1_7,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",PV048NCRG,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 1GB/Day,$1.50,$3.00,EU-30,1,1,EU-30_1_Daily,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",PUDV52A3R,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 20GB 30Days,$16.80,$33.60,EU-30,20,30,EU-30_20_30,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",PHC4X21NC,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 20GB 90Days,$17.30,$34.60,EU-30,20,90,EU-30_20_90,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",P5NWWU08G,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 3GB 30Days,$3.80,$7.60,EU-30,3,30,EU-30_3_30,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",PJK6T8JT2,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 50GB 180Days,$36.50,$73.00,EU-30,50,180,EU-30_50_180,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",PE70MYRZ5,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Europe (30+ areas),Europe(30+ areas) 5GB 30Days,$5.70,$11.40,EU-30,5,30,EU-30_5_30,"NO,DE,BE,FI,PT,BG,DK,LT,LU,LV,HR,UA,FR,HU,SE,SI,SK,GB,IE,EE,CH,MT,IS,IT,GR,ES,AT,CY,CZ,PL,RO,LI,NL,TR",P87F6RTKY,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Global (140+ areas),Global138 6GB 15Days,$25.00,$50.00,GL-144,6,15,GL-144_6_15,"PR,PS,HK,PT,HN,PY,HR,YE,HU,QA,GB-ENG,ID,IE,IL,IM,AE,IN,AF,ZA,IR,IS,IT,AL,AM,AT,RE,ZM,AU,AX,AZ,JE,ZW,RO,BA,RS,BD,BE,RU,BG,JO,JP,BH,BN,BO,SA,SB,SC,BT,SE,SG,SI,SJ,BY,SK,SM,KE,SN,KG,KH,CA,CD,SV,CG,CH,KR,SZ,CL,CN,KW,CO,CR,KZ,TD,LA,TJ,CY,CZ,TN,TO,LI,TR,LK,DE,TW,TZ,DK,LT,LU,WS-S,LV,DO,UA,TRNC,MC,MD,ME,MG,EC,MK,EE,MN,MO,EG,UY,UZ,MT,MU,MV,VA,MX,MY,ES,VG,VN,NG,NI,NL,NO,NP,FI,FJ,NR,FO,FR,NZ,GB-SCT,GB-NIR,GA,GB,OM,GE,GG,GH,GL,GR,GT,GU,PA,GB-WLS,PE,PG,PH,PK,PL",AIS002,First Installation,180,3G/4G,Non-reloadable,TH
Multi-Area,Global (130+ areas),Global139 10GB 30Days,$113.00,$226.00,GL-139,10,30,GL-139_10_30,"PR,HK,PT,HN,PY,HR,YE,HU,QA,ID,IE,IL,IM,AE,IN,ZA,IS,IT,AL,AM,AR,AT,RE,ZM,AU,AX,AZ,JE,RO,BA,RS,BD,BE,RU,BF,BG,JO,JP,BH,BN,BO,SA,BR,SC,SD,SE,SG,BW,SI,BY,SK,KE,SN,KG,KH,CA,KI,CD,SV,CG,CH,CI,KR,SZ,CL,CM,CN,KW,CO,CR,KZ,TD,TH,CY,CZ,TN,LI,TR,LK,DE,TW,LR,TZ,DK,LT,LU,LV,UA,UG,MA,MC,DZ,MD,ME,MG,US,EC,MK,ML,EE,MO,EG,MQ,UY,UZ,MT,MW,MX,MY,ES,NE,VN,NG,NI,NL,NO,FI,FR,NZ,GA,GB,WS,OM,GE,GG,GH,GI,GL,GR,GT,GW,PA,XK,PE,PH,PK,PL",CKH826,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Global (130+ areas),Global139 1GB 365Days,$38.00,$76.00,GL-139,1,365,GL-139_1_365,"PR,HK,PT,HN,PY,HR,YE,HU,QA,ID,IE,IL,IM,AE,IN,ZA,IS,IT,AL,AM,AR,AT,RE,ZM,AU,AX,AZ,JE,RO,BA,RS,BD,BE,RU,BF,BG,JO,JP,BH,BN,BO,SA,BR,SC,SD,SE,SG,BW,SI,BY,SK,KE,SN,KG,KH,CA,KI,CD,SV,CG,CH,CI,KR,SZ,CL,CM,CN,KW,CO,CR,KZ,TD,TH,CY,CZ,TN,LI,TR,LK,DE,TW,LR,TZ,DK,LT,LU,LV,UA,UG,MA,MC,DZ,MD,ME,MG,US,EC,MK,ML,EE,MO,EG,MQ,UY,UZ,MT,MW,MX,MY,ES,NE,VN,NG,NI,NL,NO,FI,FR,NZ,GA,GB,WS,OM,GE,GG,GH,GI,GL,GR,GT,GW,PA,XK,PE,PH,PK,PL",PCQXBW5UJ,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Global (130+ areas),Global139 1GB 7Days,$17.50,$35.00,GL-139,1,7,GL-139_1_7,"PR,HK,PT,HN,PY,HR,YE,HU,QA,ID,IE,IL,IM,AE,IN,ZA,IS,IT,AL,AM,AR,AT,RE,ZM,AU,AX,AZ,JE,RO,BA,RS,BD,BE,RU,BF,BG,JO,JP,BH,BN,BO,SA,BR,SC,SD,SE,SG,BW,SI,BY,SK,KE,SN,KG,KH,CA,KI,CD,SV,CG,CH,CI,KR,SZ,CL,CM,CN,KW,CO,CR,KZ,TD,TH,CY,CZ,TN,LI,TR,LK,DE,TW,LR,TZ,DK,LT,LU,LV,UA,UG,MA,MC,DZ,MD,ME,MG,US,EC,MK,ML,EE,MO,EG,MQ,UY,UZ,MT,MW,MX,MY,ES,NE,VN,NG,NI,NL,NO,FI,FR,NZ,GA,GB,WS,OM,GE,GG,GH,GI,GL,GR,GT,GW,PA,XK,PE,PH,PK,PL",CKH823,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Global (130+ areas),Global139 20GB 90Days,$206.00,$412.00,GL-139,20,90,GL-139_20_90,"PR,HK,PT,HN,PY,HR,YE,HU,QA,ID,IE,IL,IM,AE,IN,ZA,IS,IT,AL,AM,AR,AT,RE,ZM,AU,AX,AZ,JE,RO,BA,RS,BD,BE,RU,BF,BG,JO,JP,BH,BN,BO,SA,BR,SC,SD,SE,SG,BW,SI,BY,SK,KE,SN,KG,KH,CA,KI,CD,SV,CG,CH,CI,KR,SZ,CL,CM,CN,KW,CO,CR,KZ,TD,TH,CY,CZ,TN,LI,TR,LK,DE,TW,LR,TZ,DK,LT,LU,LV,UA,UG,MA,MC,DZ,MD,ME,MG,US,EC,MK,ML,EE,MO,EG,MQ,UY,UZ,MT,MW,MX,MY,ES,NE,VN,NG,NI,NL,NO,FI,FR,NZ,GA,GB,WS,OM,GE,GG,GH,GI,GL,GR,GT,GW,PA,XK,PE,PH,PK,PL",PG3K0LHBC,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Global (130+ areas),Global139 3GB 30Days,$43.00,$86.00,GL-139,3,30,GL-139_3_30,"PR,HK,PT,HN,PY,HR,YE,HU,QA,ID,IE,IL,IM,AE,IN,ZA,IS,IT,AL,AM,AR,AT,RE,ZM,AU,AX,AZ,JE,RO,BA,RS,BD,BE,RU,BF,BG,JO,JP,BH,BN,BO,SA,BR,SC,SD,SE,SG,BW,SI,BY,SK,KE,SN,KG,KH,CA,KI,CD,SV,CG,CH,CI,KR,SZ,CL,CM,CN,KW,CO,CR,KZ,TD,TH,CY,CZ,TN,LI,TR,LK,DE,TW,LR,TZ,DK,LT,LU,LV,UA,UG,MA,MC,DZ,MD,ME,MG,US,EC,MK,ML,EE,MO,EG,MQ,UY,UZ,MT,MW,MX,MY,ES,NE,VN,NG,NI,NL,NO,FI,FR,NZ,GA,GB,WS,OM,GE,GG,GH,GI,GL,GR,GT,GW,PA,XK,PE,PH,PK,PL",PHD8GZ2VN,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Global (130+ areas),Global139 5GB 30Days,$65.00,$130.00,GL-139,5,30,GL-139_5_30,"PR,HK,PT,HN,PY,HR,YE,HU,QA,ID,IE,IL,IM,AE,IN,ZA,IS,IT,AL,AM,AR,AT,RE,ZM,AU,AX,AZ,JE,RO,BA,RS,BD,BE,RU,BF,BG,JO,JP,BH,BN,BO,SA,BR,SC,SD,SE,SG,BW,SI,BY,SK,KE,SN,KG,KH,CA,KI,CD,SV,CG,CH,CI,KR,SZ,CL,CM,CN,KW,CO,CR,KZ,TD,TH,CY,CZ,TN,LI,TR,LK,DE,TW,LR,TZ,DK,LT,LU,LV,UA,UG,MA,MC,DZ,MD,ME,MG,US,EC,MK,ML,EE,MO,EG,MQ,UY,UZ,MT,MW,MX,MY,ES,NE,VN,NG,NI,NL,NO,FI,FR,NZ,GA,GB,WS,OM,GE,GG,GH,GI,GL,GR,GT,GW,PA,XK,PE,PH,PK,PL",CKH825,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Hong Kong (China),Hong Kong 1GB/Day,$0.85,$1.70,HK,1,1,HK_1_Daily,HK,PPGUJ3XIX,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Hong Kong (China),Hong Kong 2GB/Day,$1.60,$3.20,HK,2,1,HK_2_Daily,HK,PJHK9ATRD,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,India,India 1GB/Day,$2.40,$4.80,IN,1,1,IN_1_Daily,IN,PYGUMRHX1,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,India,India 500MB/Day,$1.20,$2.40,IN,0,1,IN_0.5_Daily,IN,PGS3HB984,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Indonesia,Indonesia 1GB/Day,$0.90,$1.80,ID,1,1,ID_1_Daily,ID,PGBV9EXGK,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Indonesia,Indonesia 500MB/Day,$0.50,$1.00,ID,0,1,ID_0.5_Daily,ID,PXCJQ9KNR,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Malaysia,Malaysia 1GB/Day,$0.90,$1.80,MY,1,1,MY_1_Daily,MY,P4UTFE9WB,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Malaysia,Malaysia 2GB/Day,$1.70,$3.40,MY,2,1,MY_2_Daily,MY,POLZ7NLE0,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Malaysia,Malaysia 500MB/Day,$0.50,$1.00,MY,0,1,MY_0.5_Daily,MY,PAN6REMMI,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,Middle East,Middle East 1GB 7Days,$7.00,$14.00,ME-13,1,7,ME-13_1_7,"QA,IL,AE,JO,BH,AZ,KW,AM,SA,TR,OM",CKH848,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Middle East,Middle East 3GB 30Days,$17.90,$35.80,ME-13,3,30,ME-13_3_30,"QA,IL,AE,JO,BH,AZ,KW,AM,SA,TR,OM",PNEKXVZKV,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Middle East,Middle East 5GB 30Days,$26.00,$52.00,ME-13,5,30,ME-13_5_30,"QA,IL,AE,JO,BH,AZ,KW,AM,SA,TR,OM",CKH850,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
